"LabID","Pol"
38099,-0.214152734175367
4485,-0.268635467620647
1552,-0.2601299554647
45449,-0.283949039935752
51405,-0.288055778637658
5994,-0.241512740016062
43124,-0.235836314521428
39336,-0.298441264510477
6365,-0.283766518215668
36871,-0.244250565817332
9260,-0.289899248010513
24777,-0.21340439512302
9848,-0.242023800832299
41535,-0.222037672483026
27007,-0.281813535810762
46646,-0.240727896619698
64389,-0.244907644009637
47437,-0.25250054756516
7290,-0.209334160765131
48449,-0.251022121632474
44207,-0.239012192450902
62177,-0.282269840110973
22748,-0.294955099656859
17470,-0.232441410527853
35871,-0.278911440461415
45438,-0.286285317952837
8952,-0.236949697013945
65137,-0.222895524567424
57691,-0.271756589034095
28795,-0.25023727823611
24953,-0.317259253851208
56983,-0.2678871285683
31290,-0.234485653792801
23640,-0.30913703730744
59800,-0.282324596626999
28972,-0.178378477038768
10278,-0.190096371468205
56088,-0.229210776082354
32996,-0.236894940497919
37831,-0.264802511498868
47377,-0.229265532598379
53743,-0.22711177630138
47290,-0.233390523472293
44559,-0.230798715047091
31498,-0.272723954150544
20266,-0.249653208731839
1890,-0.243849018033146
27703,-0.217036577352705
14084,-0.192706432065416
30948,-0.24881360881945
57580,-0.235270497189166
32956,-0.214280499379426
16785,-0.255238373366431
18723,-0.18086077243192
55343,-0.276502153756297
11593,-0.238245601226546
51872,-0.238209096882529
25056,-0.189037745491714
19913,-0.231510549755421
10680,-0.182357450536614
44397,-0.273472293202891
61415,-0.247535956778857
13549,-0.248302548003212
2892,-0.23950500109513
31578,-0.203895013506607
33051,-0.238866175074834
53692,-0.227312550193473
5819,-0.23402934949259
34135,-0.220595750894356
2574,-0.230725706359057
19430,-0.242881652916697
28821,-0.230780462875082
63118,-0.249215156603636
11035,-0.204333065634811
50660,-0.23926772285902
16270,-0.241074687887859
31170,-0.256461268890998
13210,-0.316802949550997
27550,-0.256278747170913
61015,-0.184164415565452
28457,-0.193600788493831
50049,-0.301124333795722
39824,-0.216799299116595
28460,-0.249744469591881
13661,-0.275863327736001
64153,-0.205847995911514
58145,-0.190205884500256
31828,-0.204971891655107
2723,-0.192523910345331
14005,-0.196612396875228
60423,-0.21793093378112
48292,-0.280353362050084
13052,-0.174016207928744
32414,-0.217602394684968
40072,-0.192505658173323
3853,-0.188234649923341
59096,-0.250182521720085
51775,-0.166332043513178
3810,-0.190826458348544
18169,-0.21911732496167
57593,-0.204588596042929
23756,-0.200317587792947
51598,-0.261225085785208
5147,-0.165437687084763
42175,-0.233518288676352
5889,-0.154723662115792
62047,-0.198054318463897
46759,-0.206687595823903
6744,-0.218788785865518
31249,-0.263981163758487
64132,-0.2118529605023
11542,-0.213842447251223
15413,-0.226363437249033
2288,-0.258980068628167
49348,-0.201157187705337
7828,-0.190899467036577
3735,-0.205738482879463
9696,-0.251350660728627
32435,-0.252281521501059
38670,-0.232569175731912
23546,-0.233262758268234
43598,-0.231200262831277
30697,-0.218131707673213
2396,-0.227732350149668
17046,-0.216598525224502
12467,-0.216908812148646
61162,-0.278801927429364
44619,-0.179455355187267
10784,-0.219993429218077
17733,-0.214536029787545
60395,-0.161769000511061
52314,-0.236073592757538
27032,-0.223716872307805
27318,-0.193600788493831
45771,-0.192286632109221
22342,-0.148517923632912
54125,-0.177173833686209
46208,-0.211177630137987
51177,-0.221125063882602
59677,-0.240746148791706
16649,-0.243849018033146
49163,-0.204351317806819
26198,-0.158045557421333
54656,-0.219664890121924
23396,-0.182320946192597
48122,-0.200773892093159
51988,-0.1737059210046
43335,-0.151839818938454
16189,-0.254344016938016
54965,-0.119515222311455
66,-0.216580273052493
60533,-0.117982039862744
21876,-0.148682193180989
27256,-0.209042126012996
11072,-0.23068920201504
18311,-0.177593633642404
32602,-0.130338760312477
55717,-0.199587500912609
15001,-0.159560487698036
6516,-0.16297364386362
7085,-0.148061619332701
30494,-0.186792728334672
43603,-0.261133824925166
27336,-0.249251660947653
57961,-0.193272249397678
53827,-0.131397386288968
5585,-0.203712491786523
61233,-0.175202599109294
2571,-0.245418704825874
31817,-0.169562677958677
26433,-0.148682193180989
25409,-0.170785573483245
11560,-0.129918960356282
34321,-0.194440388406221
26257,-0.18097028546397
58174,-0.184602467693656
29323,-0.192998466817551
24328,-0.156603635832664
5137,-0.168613565014237
57014,-0.146236402131854
29263,-0.249069139227568
35569,-0.141855880849821
39174,-0.150799445133971
41640,-0.158775644301672
20272,-0.183452580857122
31640,-0.193418266773746
22671,-0.135485872818866
48641,-0.204570343870921
32076,-0.1334051252099
64700,-0.152588157990801
47492,-0.20577498722348
8095,-0.148974227933124
9379,-0.174910564357159
44426,-0.131762429729138
6505,-0.113747535956779
11546,-0.142257428634007
2335,-0.145743593487625
3425,-0.161860261371103
60241,-0.210849091041834
48106,-0.135449368474849
6142,-0.203310944002336
43129,-0.161915017887129
35467,-0.121267430824268
33178,-0.174801051325108
44634,-0.131196612396875
35467,-0.121267430824268
60645,-0.140742498357305
42919,-0.182594728772724
32429,-0.174874060013142
53736,-0.147441045484413
7934,-0.204187048258743
21775,-0.112524640432212
6142,-0.203310944002336
7615,-0.137876907351975
64058,-0.215028838431774
26002,-0.165455939256772
41746,-0.173961451412718
29229,-0.142859750310287
53266,-0.0985617288457328
8336,-0.148116375848726
40676,-0.173286121048405
58190,-0.183580346061181
51973,-0.152679418850843
15213,-0.163868000292035
5655,-0.10872818865445
46091,-0.144575454479083
41368,-0.195152223114551
51973,-0.152679418850843
16595,-0.13590567277506
56221,-0.116193327005914
57417,-0.12851354311163
4389,-0.210045995473461
40351,-0.21364167335913
43103,-0.187851354311163
36940,-0.207326421844199
34603,-0.18883697159962
37791,-0.0837044608308389
41172,-0.113418996860626
59750,-0.106975980141637
25896,-0.132802803533621
11311,-0.163995765496094
26783,-0.171570416879609
53518,-0.0983061984376141
6629,-0.150781192961962
45261,-0.114952179309338
55774,-0.140395707089144
40027,-0.116321092209973
48860,-0.0929218076951157
25894,-0.0720960794334527
26312,-0.136818281375484
4376,-0.0969190333649705
4038,-0.192250127765204
11839,-0.101044024238885
28520,-0.165163904504636
64670,-0.139191063736585
29199,-0.149996349565598
28395,-0.144210411038914
61079,-0.105497554208951
34603,-0.18883697159962
47067,-0.146783967292108
29628,-0.132583777469519
13796,-0.123731474045411
29199,-0.149996349565598
55245,-0.0942724684237426
8876,-0.104128641308316
62818,-0.162991896035628
42847,-0.133058333941739
31585,-0.102814484923706
15815,-0.166131269621085
20540,-0.169270643206542
12906,-0.129042856099876
25419,-0.148134628020735
57321,-0.174198729648828
53992,-0.0938161641235308
25561,-0.161440461414908
22960,-0.122545082864861
6476,-0.123676717529386
402,-0.116448857414032
59557,-0.128823830035774
44176,-0.149394027889319
64856,-0.152113601518581
15256,-0.146345915163905
18879,-0.198291596700007
29449,-0.104292910856392
40553,-0.12446156092575
34466,-0.118328831130905
46403,-0.0847265824633131
19573,-0.097247572461123
2559,-0.158994670365774
41121,-0.104292910856392
53124,-0.0838139738628897
36817,-0.0963349638606996
6710,-0.0934146163393443
45009,-0.0747791487186975
11028,-0.0594473242315837
3356,-0.116576622618092
59095,-0.144338176242973
4435,-0.204497335182887
21001,-0.114532379353143
58040,-0.100843250346791
33352,-0.0926662772869972
33834,-0.133040081769731
57885,-0.0877746951887275
51578,-0.0786668613565015
52145,-0.119004161495218
57626,-0.100277433014529
29325,-0.087446156092575
6832,-0.128951595239834
40987,-0.106793458421552
5861,-0.0711834708330293
52322,-0.127473169307148
46629,-0.088139738628897
30200,-0.120811126524056
20725,-0.0577316200627875
14110,-0.0770059137037307
6466,-0.106902971453603
58399,-0.0570927940424911
44125,-0.110681171059356
35967,-0.0739578009783166
38104,-0.128385777907571
27896,-0.103800102212163
16260,-0.140158428853034
37758,-0.0629334890852014
52516,-0.127217638899029
24484,-0.0823720522742208
59849,-0.144812732715193
34637,-0.0931955902752427
10371,-0.0709279404249105
52265,-0.098032415857487
52022,-0.116886909542236
3665,-0.146108636927794
14759,-0.0857669562677959
26416,-0.151547784186318
34241,-0.160765131050595
56991,-0.0751259399868585
52851,-0.130247499452435
547,-0.0192925458129519
51768,-0.0488975688106886
3741,-0.0666751843469375
18575,-0.0759107833832228
36320,-0.178962546543039
20053,-0.0555413594217714
27993,-0.0725888880776814
34976,-0.148244141052785
60740,-0.114605388041177
52323,-0.166861356501424
57093,-0.0766226180915531
44036,-0.0408118566109368
53792,-0.0441154997444697
18763,-0.0198218588011974
25835,-0.0899832080017524
60728,-0.0712747316930716
17910,-0.0910783383222603
19656,-0.0748886617507483
57415,-0.0326166313791343
34195,-0.039844491494488
36806,-0.0664196539388187
4487,-0.0768233919836462
17429,-0.071256479521063
40300,-0.0750164269548076
30728,-0.156621888004673
31620,-0.0768233919836462
37432,-0.0619661239687523
31134,-0.0635175585894723
15969,-0.0928853033510988
22363,-0.0789588961086371
32697,-0.0712747316930716
3097,-0.053351098780755
1223,-0.0895269037015405
20925,-0.0933416076513107
17440,-0.0360115353727094
56763,-0.11325472731255
35296,-0.0547747681974156
3293,-0.0974300941812075
20315,-0.0782288092282983
10522,-0.0697598014163687
55861,-0.0696320362123093
59753,-0.10265021537563
12468,-0.0674417755712932
43318,-0.0405198218588013
55621,-0.115700518361685
28408,-0.0657625757465138
48061,-0.112214353508067
60883,-0.101901876323283
33519,-0.0906402861940571
56546,-0.0748521574067315
1973,-0.0215010586259765
41641,-0.0677155581514199
58601,-0.0864057822880923
12302,-0.037508213477404
49605,-0.103325545739943
64684,-0.11194057092794
514,-0.0978863984814193
38649,-0.0652880192742937
17335,-0.0447360735927577
19335,-0.0569285244944149
25807,-0.0686646710958605
8941,-0.00949112944440389
24539,-0.0694495144922248
64411,-0.0384573264218442
11059,-0.00903482514419229
62329,-0.0873913995765496
19941,-0.105296780316858
34998,-0.0400270132145726
53661,-0.078411330948383
445,-0.0433671606921225
31367,-0.0135978681463095
32642,-0.0446448127327152
61542,-0.0441885084325037
21516,-0.0969190333649705
24081,-0.0786121048404761
1191,-0.0711104621449953
33654,-0.0605789588961088
36231,-0.0462510038694606
60711,-0.0475834124260788
26479,-0.0628239760531505
26883,-0.0450463605169016
56288,-0.0403190479667082
16641,-0.0582426808790247
39990,-0.0806380959334163
20736,-0.062148645688837
12775,-0.0502482295393152
40831,-0.0410673870190553
38358,-0.0415784478352926
63544,-0.00379645177776161
19483,-0.130284003796452
19833,-0.118000292034752
19402,-0.0965722420968095
261,-0.0651602540702346
43683,-0.0780827918522306
18635,-0.078648609184493
59761,-0.120427830911879
61227,-0.0316492662626852
36912,-0.0666021756589035
31069,-0.055486602905746
31896,-0.0845440607432286
12009,-0.0140359202745128
16709,-0.0212272760458495
44542,-0.0447725779367746
9917,-0.0219573629261883
4100,-0.00691757319120989
3919,-0.0878111995327446
50029,-0.0812404176096957
44996,-0.00425275607797343
39533,0.00563992115061684
40256,-0.0207527195736293
25168,-0.0351536832883114
31299,-0.0312842228225159
8063,0.00824998174782787
45621,-0.0721690881214866
55119,-0.0334197269475069
37539,-0.0249324669635687
61602,-0.0726436445937068
97,-0.0322150835949478
1557,0.00454479083010861
182,-0.00240928670511809
40001,-0.0117726509454625
8240,-0.0486967949185955
54202,-0.0131050595020809
9197,-0.00883405125209896
25919,-0.0408483609549537
40243,-0.0306088924582027
21638,-0.0134701029422502
42568,-0.0324341096590495
43903,-0.0881944951449224
14554,-0.0405928305468352
34545,-0.0514893772358911
48221,-0.0923194860188364
64974,-0.0824268087902462
54558,-0.0303898663941011
4348,-0.00375994743374475
14643,-0.00229977367306727
13258,-0.0114623640213186
13100,-0.0467985690297147
45890,-0.0573483244506096
29166,-0.0167007373877493
7126,-0.0366686135650143
49132,-0.0358472658246332
852,-0.0169562677958678
36272,-0.0314302401985836
4457,-0.0096006424764547
31485,0.0187814849967145
60679,0.00688106884719264
4478,-0.0296050229977368
45999,-0.0604694458640579
408,-0.00578593852668485
28505,-0.00600496459078653
49710,0.0265204059283054
37026,-0.0330181791633204
10071,0.00914433817624305
43159,-0.0130685551580638
47312,-0.00914433817624311
28469,-0.020898736949697
4838,0.0265751624443309
41307,-0.00553040811856614
143,-0.01144411184931
31918,0.0068628166751844
5216,0.0108782945170476
63467,-0.0300065707819232
39565,0.0461414908374097
63653,-0.0175038329561219
33088,0.0173760677520624
1948,0.029385996933635
28950,-0.00750164269548087
23593,-0.0529312988245603
61628,-0.00576768635467634
14899,-0.0372161787252684
23326,0.01704752865591
13030,-0.0298970577498724
7421,0.0230159889026793
55100,0.0184164415565452
27477,-0.062221654376871
54209,-0.0131780681901146
41149,-0.0164452069796306
45170,0.0364860918449293
2290,-0.0442615171205373
60607,-0.0513433598598234
3738,-0.0157698766153174
54034,-0.0108782945170476
43369,-0.0584982112871432
1352,-0.0504124990873915
31826,-0.0520186902241366
7954,-0.0606519675841427
31147,-0.00023727823611025
44495,-0.0125757465138354
14474,0.0397349784624368
3435,0.0362123092648023
21895,0.00308461706943119
9183,-0.0118821639775133
61141,-0.0850368693874573
44493,-0.0379097612615902
20624,0.00443527779805786
7082,-0.0225231802584507
11859,-0.00461779951814273
2326,0.015842885303351
43752,0.0518544206760603
61866,0.0123567204497333
2416,0.0108235380010221
61020,0.0775169745199678
48725,0.0124114769657587
59515,-0.0322333357669564
7139,0.00828648609184479
60229,0.0273417536686866
53567,0.0269037015404833
35998,0.01525881579908
58030,0.0101847119807255
52378,-0.00637000803095583
46250,0.0529312988245602
32074,0.0075016426954807
56397,0.021720084690078
10461,-0.0147477549828431
3148,0.0197305979411549
14690,-0.0161166678834781
56669,0.0462692560414688
29252,-0.0103307293567936
31777,0.0232350149667809
45894,0.03969847411842
3501,-0.0395159523983356
42178,0.0203694239614514
57700,0.0575673505147111
32227,-0.0046360516901513
35742,-1.82521720086259e-05
43508,-0.0279805796889831
30707,0.0358290136526245
17294,0.0213915455939255
43954,0.0457946995692486
65012,0.0365591005329634
36324,0.0340768051398117
9671,-0.0605059502080748
5622,-0.0341680659998541
11405,-0.0515441337519165
53080,-0.0125574943418268
27565,0.0215375629699932
60984,0.0490253340147475
29821,0.0095823903044463
56260,-0.00551215594655785
27454,0.0649777323501496
16152,0.0269949624005256
28859,0.0804008176973059
32074,0.0075016426954807
28319,0.0432028911440462
32486,-0.053351098780755
32944,-0.00713659925531157
15572,0.021519310797985
35431,-0.0138168942104112
26163,0.0732824706140031
52910,0.0300613272979485
42038,0.0483500036504344
15382,0.0353362050083958
26207,0.0133058333941738
63517,0.0295867708257281
29509,0.0422902825436225
15170,-0.0126122508578522
27353,0.0291304665255165
16224,0.0541359421771189
46645,0.040629334890852
1883,0.0442250127765204
41687,0.0582609330510329
12565,0.0185624589326129
29765,0.0180513981163759
54153,0.0757282616631378
10794,-0.0212272760458495
9307,0.0835036869387457
19838,0.0272322406366358
55594,0.0600496459078631
11427,0.0487332992626122
29830,-0.0278893188289408
34375,-0.0309921880703806
26441,0.0167189895597575
4302,-0.0311747097904651
50703,0.0146929984668174
24640,0.0216835803460611
58379,0.0570015331824487
30478,0.0572388114185587
5647,-0.0357560049645909
28969,0.0664379061108271
54359,0.023709571439001
40596,0.0599766372198292
58275,-0.00273782580127052
6308,0.0449368474848507
10653,-0.038366065561802
47884,0.0266664233043731
46051,0.0211907717018325
44230,0.036778126597065
50267,0.0270314667445425
29381,0.0279805796889829
52526,0.0650872453822005
15275,0.024366649631306
23266,0.0140724246185295
14168,0.0423267868876396
59499,-0.007118347083303
27953,0.071493757757173
3945,0.0518179163320435
63208,0.0566182375702708
26422,0.0210265021537562
20535,0.040629334890852
13839,0.0999306417463677
63400,0.0651420018982258
53121,0.0558516463459151
10963,0.0839964955829744
27701,-0.00472731255019354
57006,0.0519639337081111
33389,0.0245491713513907
9311,0.053551872672848
64082,0.0453201430970286
43734,0.0508505512155946
30526,0.00626049499890491
24349,0.0322515879389645
14249,0.0945645031758778
21183,0.0763670876834343
47899,0.0727714097977658
50056,0.106902971453603
47194,0.103088267503833
3591,0.0238738409870772
14431,0.0497554208950864
21629,0.106391910637366
27268,0.0142549463386143
8778,0.0856939475797618
3021,0.00887055559611594
46419,0.0921187121267429
17383,0.0980871723735123
23095,0.0114258596773016
32607,0.0911148426662773
32280,0.0803643133532891
23519,0.0114623640213185
755,0.0489888296707307
40719,0.0454661604730963
56073,0.0705628969847412
39973,-0.0181974154924436
5734,0.0410126305030298
27127,0.103343797911952
50538,0.0626232021610571
39108,0.0597576111557275
21780,-0.0209169891217056
37250,0.0481127254143242
31793,0.0990910418339782
16305,0.0861867562239905
48241,0.0521829597722128
38725,-0.0158246331313427
16564,0.0211360151858071
32085,0.0789223917646199
63028,0.0673140103672337
8778,0.0856939475797618
37181,0.107121997517705
5443,0.0752537051909178
18081,0.0957143900124114
1058,0.110297875447178
1895,-0.00341315616558374
13063,0.0951120683361319
14591,0.0753632182229685
26865,0.0827736000584068
38074,0.033164196539388
6610,0.104165145652332
5463,0.0610535153683287
12289,0.0884500255530408
43,0.0633897933854127
26825,0.0775169745199678
61882,0.0593743155435497
51079,0.129188873475944
49445,0.0799810177411112
44302,0.13650799445134
17010,0.13114185588085
54462,0.10765131050595
48618,0.0789223917646199
21922,0.052109951084179
34849,0.0982514419215885
16254,0.129736438636198
40189,0.11301744907644
58737,0.0785025918084251
32577,0.0920091990946922
8998,0.117653500766591
40701,0.0703438709206394
833,0.119478717967438
8574,0.129444403884062
15046,0.113619770752719
62684,0.07713367890779
60868,0.0662371322187341
22211,0.105570562896985
34993,0.0616375848725997
62783,0.0625319413010148
10164,0.120245309191794
41991,0.0454296561290793
31005,0.0855296780316855
10050,0.102942250127765
47694,0.0116996422574287
11634,0.0931590859312257
26924,0.0578593852668468
52605,0.099127546177995
52266,0.131963203621231
1551,0.0291852230415419
2428,0.0471453602978753
32797,0.113437249032635
33010,0.0225049280864423
5943,0.0229612323866538
23973,0.0774622180039424
33998,0.138004672556034
4861,0.103289041395926
