"LabID","DateTime","NIR_Pol","NIR_Brix","NIR_Ash","NIR_Fibre"
15022,2023-02-15 03:33:29,72.2766666666667,19.51235,1.335815,13.7102416666667
15023,2023-02-15 03:41:51,74.287772,19.852708,1.971744,14.041228
15024,2023-02-15 03:58:42,73.4153157894737,19.7714,1.94721578947368,14.1558157894737
15025,2023-02-15 04:11:29,74.1560727272727,19.7886909090909,2.12966363636364,14.5533545454545
15026,2023-02-15 04:26:36,83.3204923076923,21.7298307692308,1.57235384615385,14.7603076923077
15027,2023-02-15 04:37:22,81.4033533333333,21.47388,1.89108666666667,15.01976
15028,2023-02-15 04:47:25,83.760752631579,21.9678526315789,1.46943684210526,14.5350368421053
15029,2023-02-15 05:00:20,72.0825034482759,19.3690586206897,2.46063103448276,15.062024137931
15030,2023-02-15 05:18:37,73.4563142857143,19.5651142857143,2.37315714285714,14.9174904761905
15031,2023-02-15 05:32:40,72.7434684210526,19.6453421052632,1.7557,15.1673947368421
15032,2023-02-15 05:45:35,71.1225,19.3391125,1.86651875,14.14316875
15033,2023-02-15 05:57:05,73.7933642857143,19.8438678571429,1.8271,14.0934035714286
15034,2023-02-15 06:17:56,75.5403666666667,20.0129333333333,1.7218,13.6954666666667
15035,2023-02-15 06:21:01,73.5201142857143,19.8471357142857,1.79108571428571,14.8723
15036,2023-02-15 06:30:59,79.0995857142857,20.9191214285714,1.95535357142857,14.87385
15037,2023-02-15 06:49:55,81.7466333333333,21.4286166666667,1.9323,15.1554416666667
15038,2023-02-15 06:58:26,74.2957571428571,20.0207714285714,1.68478571428571,14.3707857142857
15039,2023-02-15 07:04:24,77.17606,20.52354,1.81804,14.86012
15040,2023-02-15 07:09:05,74.7909666666667,19.9614583333333,2.57991666666667,15.7778083333333
15041,2023-02-15 07:17:46,78.3058,20.68795,2.74931666666667,16.1828
15042,2023-02-15 07:22:52,83.671,21.8669833333333,1.88401666666667,14.9049333333333
15043,2023-02-15 07:32:13,75.0034222222222,20.2498666666667,1.86318888888889,15.0179
15044,2023-02-15 07:39:00,83.40385,21.914775,1.864478125,15.041575
15045,2023-02-15 07:59:51,83.17725,21.796705,1.89998,15.13123
15046,2023-02-15 08:13:41,72.54149,19.79106,1.57581,13.96249
15047,2023-02-15 08:21:44,71.6599133333333,19.3782866666667,1.56484,13.8475266666667
15048,2023-02-15 08:32:25,74.2017733333333,19.9194466666667,1.90695333333333,14.3460933333333
15049,2023-02-15 08:43:08,70.417705,19.21877,2.293135,15.7687
15051,2023-02-15 09:04:12,74.0055636363636,20.0055590909091,2.12202727272727,15.4659454545455
15052,2023-02-15 09:19:40,74.52125,19.9328,1.98565,15.10215
15053,2023-02-15 09:22:52,69.77575,18.92283125,2.35775625,14.14456875
15054,2023-02-15 09:33:56,69.6264,19.2447,2.0527,14.6186
15055,2023-02-15 09:35:37,71.3253666666667,19.4462666666667,2.60443333333333,15.1149666666667
15056,2023-02-15 09:38:51,76.69682,20.38924,2.00404,14.3201666666667
15057,2023-02-15 09:51:03,76.2356904761905,20.3445380952381,2.06978095238095,14.9637714285714
15058,2023-02-15 10:05:36,75.5486333333333,20.1326333333333,2.1844,15.0762666666667
15059,2023-02-15 10:10:34,76.0920444444444,20.2226777777778,2.58782222222222,15.9454833333333
15060,2023-02-15 10:23:59,79.6946,20.8841,2.56642,15.44844
15061,2023-02-15 10:28:21,75.0217666666667,19.9803666666667,2.163,14.8366333333333
15062,2023-02-15 10:33:44,77.7580666666667,20.6361,2.26401666666667,15.0501166666667
15063,2023-02-15 10:40:01,77.2524,20.648675,2.17525,15.467075
15064,2023-02-15 10:43:41,72.4040222222222,19.4705037037037,2.56381111111111,15.4675555555556
15065,2023-02-15 11:01:19,71.68809,19.36439,2.79622,15.71952
15066,2023-02-15 11:08:59,79.2165,20.8461,2.43583333333333,15.7611333333333
15067,2023-02-15 11:12:15,80.2913222222222,21.2132333333333,2.40663333333333,15.6675111111111
15068,2023-02-15 11:20:14,74.89148,19.9139066666667,2.35037333333333,14.5348933333333
15069,2023-02-15 11:34:59,77.7803818181818,20.5996409090909,2.18491363636364,15.0322090909091
15070,2023-02-15 11:51:03,74.87375,19.97585,2.40895,14.861
15071,2023-02-15 11:54:11,74.3743777777778,19.9536222222222,1.9347,14.4759333333333
15072,2023-02-15 12:01:55,75.814596,19.9892,2.405644,15.068288
15073,2023-02-15 12:18:44,76.032052173913,20.1061869565217,2.57000434782609,15.3247086956522
15074,2023-02-15 12:35:08,76.8657,20.2434,2.4717,15.243375
15075,2023-02-15 12:38:34,83.4177666666667,21.7187208333333,2.00335,15.4032958333333
15076,2023-02-15 12:55:11,68.9964,19.01935,1.88235,13.88865
15077,2023-02-15 12:58:27,67.48305,18.4295,2.0323,13.86045
15078,2023-02-15 13:10:58,78.3482545454545,20.6322272727273,2.11052545454545,15.5199181818182
15079,2023-02-15 13:19:20,77.4607266666667,20.5890133333333,1.88346666666667,14.5692266666667
15080,2023-02-15 13:30:55,72.5653296296296,19.7074740740741,2.27666296296296,15.7335444444444
15081,2023-02-15 13:49:03,72.34,19.62288,2.22956,15.52382
15082,2023-02-15 13:53:33,75.0457,19.844925,1.950325,14.6419
15083,2023-02-15 13:57:25,75.8279066666667,20.1286933333333,1.99045333333333,14.8599866666667
15084,2023-02-15 14:07:57,76.3160142857143,20.4484107142857,2.24585,15.4929714285714
15085,2023-02-15 14:26:29,72.3753181818182,19.6451590909091,2.43369545454545,15.8000545454545
15086,2023-02-15 14:42:43,79.945425,21.1113291666667,2.19162083333333,14.8652333333333
15087,2023-02-15 14:58:58,80.44785,21.24195625,2.57046875,16.23635
15088,2023-02-15 15:10:01,81.88704,21.54706,2.37768,15.5505
15089,2023-02-15 15:14:11,73.5447727272727,19.7431545454545,2.21349545454545,14.5599863636364
15090,2023-02-15 15:29:22,81.61521,21.375615,1.71374,14.54998
15091,2023-02-15 15:43:43,78.8109272727273,20.8378636363636,2.32634545454545,15.3915863636364
15092,2023-02-15 15:59:02,79.7149090909091,21.0917909090909,2.00258181818182,15.0513
15093,2023-02-15 16:08:21,81.2113,21.30745,1.69955,14.30415
15094,2023-02-15 16:11:00,81.6177666666667,21.5092666666667,1.89643333333333,14.5708666666667
15095,2023-02-15 16:14:16,76.2120705882353,20.2920823529412,2.02837647058824,14.7713941176471
15096,2023-02-15 16:25:58,74.3848125,20.041575,1.8273,14.213925
15097,2023-02-15 16:32:00,70.6900058823529,19.1477529411765,1.85845882352941,14.0967352941176
15098,2023-02-15 16:44:37,69.5192,18.8002,1.58616666666667,14.1911666666667
15099,2023-02-15 16:48:59,73.5805333333333,19.8403,1.73863333333333,13.8246
15100,2023-02-15 16:52:25,75.8133,20.2854142857143,2.23848571428571,14.4983857142857
15101,2023-02-15 16:58:04,77.341588,20.570612,1.701376,14.486464
15102,2023-02-15 17:15:13,78.1728863636364,20.7084636363636,1.67304545454545,14.2444681818182
15103,2023-02-15 17:29:57,78.70575,20.833,1.8332,14.61255
15104,2023-02-15 17:34:04,76.0143,20.426,2.1792,15.4875
15105,2023-02-15 17:36:23,72.898175,19.718625,2.355425,14.841875
15106,2023-02-15 17:39:55,79.5831047619048,21.0211571428571,2.01248571428571,14.5931285714286
15107,2023-02-15 17:54:14,80.3734727272727,21.251,1.82902727272727,14.1962818181818
15108,2023-02-15 18:03:54,73.9060083333333,19.8977083333333,2.1206,14.7453916666667
15109,2023-02-15 18:12:25,82.3892666666667,21.6191083333333,1.55869166666667,14.0680666666667
15110,2023-02-15 18:20:57,80.62865,21.1433,2.0888,15.329125
15111,2023-02-15 18:24:31,77.9918,20.7039333333333,2.02843333333333,14.6794
15112,2023-02-15 18:27:44,78.0865333333333,20.7329666666667,2.24203333333333,14.9931
15113,2023-02-15 18:32:52,80.3876833333333,21.1751333333333,2.66571666666667,15.3945166666667
15114,2023-02-15 18:37:53,78.2954882352941,20.8245764705882,2.24809411764706,14.9875764705882
15115,2023-02-15 18:50:44,79.2416909090909,20.9202818181818,2.01871818181818,14.6692590909091
15116,2023-02-15 19:05:36,80.0172666666667,21.0573333333333,1.9135,14.9266333333333
15117,2023-02-15 19:08:54,81.0807333333333,21.2086666666667,2.21416666666667,15.2819666666667
15118,2023-02-15 19:12:59,81.4118793103448,21.3499103448276,2.26263448275862,15.7576103448276
15119,2023-02-15 19:31:58,79.8262076923077,20.9393846153846,2.45102307692308,15.3395384615385
15120,2023-02-15 19:41:25,75.5954375,20.0443375,2.1330375,14.8304
15121,2023-02-15 19:49:38,79.6116,20.9600666666667,2.12136666666667,14.4485333333333
15122,2023-02-15 19:52:53,81.7907964285714,21.5176535714286,1.72871428571429,14.5859392857143
15123,2023-02-15 20:11:22,79.7732076923077,21.0304384615385,1.9969,15.0842692307692
15124,2023-02-15 20:20:49,78.400075,20.858925,2.105275,14.552375
15125,2023-02-15 20:24:17,77.1475714285714,20.4920857142857,2.00024285714286,14.7903
15126,2023-02-15 20:29:41,77.3554666666667,20.63165,2.44123333333333,16.1666333333333
15127,2023-02-15 20:34:29,77.59673,20.55087,2.06592,14.81663
15128,2023-02-15 20:41:44,82.2876,21.5603766666667,1.89996666666667,14.79689
15129,2023-02-15 21:01:17,82.09454,21.43623,2.16819,15.43074
15130,2023-02-15 21:08:51,81.031392,21.2947,2.311348,15.818552
15131,2023-02-15 21:25:37,82.2904166666667,21.4830333333333,2.37096666666667,16.16225
15132,2023-02-15 21:30:18,81.4270166666667,21.2694916666667,2.15871666666667,15.5065666666667
15133,2023-02-16 21:46:29,82.198525,21.52828,2.58436,15.739185
15134,2023-02-16 21:59:56,79.6746375,21.044175,2.56666875,16.23049375
15135,2023-02-16 22:11:02,85.3821,22.176425,2.11745,15.276525
15136,2023-02-16 22:14:55,80.9736615384615,21.3935230769231,1.86856153846154,14.7258538461538
15137,2023-02-16 22:25:09,76.1582933333333,20.3520133333333,2.33428666666667,15.9915466666667
15138,2023-02-16 22:35:36,71.8333777777778,19.5385444444444,2.24454444444444,14.6522222222222
15139,2023-02-16 22:42:31,73.4237941176471,19.6758411764706,2.15936470588235,15.0196235294118
15140,2023-02-16 22:54:15,77.7107125,20.58376875,2.323575,14.78675625
15141,2023-02-16 23:07:01,72.68835,19.7767458333333,2.32776666666667,15.837325
15142,2023-02-16 23:26:51,69.9751909090909,19.1707227272727,2.31032727272727,15.6083045454545
15143,2023-02-15 23:43:06,71.907475,19.6409,2.352225,15.72635
15144,2023-02-15 23:46:37,78.8070166666667,20.8597,1.90576666666667,14.1718333333333
15145,2023-02-15 23:51:22,79.126916,20.98482,1.470866,13.80012
15146,2023-02-16 00:08:27,80.7577333333333,21.3329666666667,1.3563,13.9453
15147,2023-02-16 00:11:43,74.85102,20.099996,1.64224,13.857352
15148,2023-02-16 00:28:15,80.8958076923077,21.2765230769231,1.50310769230769,13.9375692307692
15149,2023-02-16 00:37:10,77.6981136363636,20.7561454545455,1.72039090909091,14.6765545454545
15150,2023-02-16 00:51:49,75.9857909090909,20.2793909090909,1.89825454545455,14.2208272727273
15151,2023-02-16 00:59:49,80.8912133333333,21.1735466666667,1.89824,14.0341066666667
15152,2023-02-16 01:12:16,77.3399888888889,20.6472444444444,1.39941111111111,14.1580777777778
15153,2023-02-16 01:18:48,80.28686,21.1970266666667,2.28801333333333,15.7400533333333
15154,2023-02-16 01:30:03,78.066692,20.74658,2.54612,16.096084
15155,2023-02-16 01:47:03,73.5234827586207,19.8679379310345,2.20880344827586,15.4945310344828
15156,2023-02-16 02:05:17,72.3869,19.6312,2.37178,15.93779
15157,2023-02-16 02:12:34,77.8546058823529,20.6172529411765,1.82471764705882,14.1895529411765
15158,2023-02-16 02:24:45,76.7815866666667,20.4635,1.50502,14.0916333333333
15159,2023-02-16 02:36:09,75.1535666666667,20.2391888888889,2.20604444444444,14.9478555555556
15160,2023-02-16 02:43:07,72.5386272727273,19.5800363636364,2.29955454545455,14.3610909090909
15161,2023-02-16 02:51:08,77.5298076923077,20.5805615384615,2.04416153846154,14.5611923076923
15162,2023-02-16 03:00:42,75.0916,19.9496285714286,2.17706714285714,16.483
15163,2023-02-16 03:05:59,80.7872333333333,21.4509,1.999,14.8015666666667
15164,2023-02-16 03:09:16,77.857825,20.690355,2.581215,15.820575
15165,2023-02-16 03:24:49,73.6513,20.0548571428571,2.42657142857143,16.2173285714286
15166,2023-02-16 03:30:18,74.3351,19.97455,2.06615,14.64145
15167,2023-02-16 03:36:30,81.5081625,21.33968125,1.9629875,14.92036875
15168,2023-02-16 03:47:31,78.5870272727273,20.7980636363636,2.02788636363636,14.8629363636364
15169,2023-02-16 04:02:40,77.800675,20.6119,1.958375,15.057025
15170,2023-02-16 04:06:08,80.3085,21.0116875,2.320025,15.293075
15171,2023-02-16 04:12:27,79.1061375,20.808325,2.4420125,15.783575
15172,2023-02-16 06:21:14,80.082,21.4964,1.5375,14.9583
15173,2023-02-16 06:22:57,80.14426,21.1788133333333,1.86388666666667,14.6565333333333
15175,2023-02-16 07:11:45,71.2181,19.4554,1.6744,14.8876
15178,2023-02-16 07:16:51,75.9699733333333,20.4382466666667,1.85884666666667,14.4685333333333
