"LabID","Fibre"
45456,18.3798405960402
45604,13.0423467189103
45617,16.4673539021978
45773,16.9965720743747
45794,22.2258204872698
46009,15.2658531899153
46010,14.5082692284413
46361,15.5124302887511
46457,15.7945196210782
46476,17.8560783690248
46745,12.5415171038102
46945,14.0767394035243
46947,19.0098795483346
47065,17.5856698149249
47086,13.1636262974556
47161,15.1573729928302
47209,13.6768620911906
47225,14.5869199117059
47446,13.6940915176916
47695,13.7237038967974
47744,14.0675963506457
48163,15.851712857641
48234,12.6961073186172
48245,17.7636015754908
48280,14.5884204060921
48422,15.3398422769903
48498,15.6341050732794
48893,15.1734734091425
49039,18.2099418621391
49159,14.9298731563784
49195,14.9030288914167
49337,14.5734276200495
49348,13.4670991349536
49491,16.6651971197564
49856,15.3216662705687
49864,15.8322292235876
49948,14.2438623773227
49951,17.223889161955
50178,15.2184052002117
50425,15.096950288345
50453,13.3998900122856
50473,15.1916919377138
50607,14.8888604285196
50763,15.9263971126577
50774,14.9030748347147
50858,14.605939885561
51258,15.5290834253428
51464,15.3038976811997
51681,15.2103607493721
51705,18.1558372420231
51868,14.6962225467579
51898,15.9916497956956
51930,15.0694878003596
52174,15.8879922547504
52244,12.8678291945159
52483,14.467688218052
52566,15.3038557758097
52585,16.0412205683212
52904,15.1258568884948
53165,15.6210601753748
53200,14.0945612698595
53208,13.8297152728221
53247,14.0019611520933
53734,15.0710807487455
53994,15.1908046853505
54062,13.7374797938322
54718,17.8896230286349
54804,17.2219297125021
54856,14.7396636778479
55019,15.808156253564
55055,15.107213799247
55177,14.1743587630994
55241,12.1854904735299
55492,14.8077638085917
55772,15.7030050535491
55858,15.9186969215826
55858,15.8774279273915
56185,14.2074380350515
56414,14.4199845350554
56576,15.7051670851299
56706,14.7131317576993
56723,16.3144128438428
56789,14.6287494355961
57069,14.9408425172361
57235,15.6526925399882
57244,17.5163184061389
57448,14.2802481601253
57687,17.8384980326473
57745,14.2908645612616
57760,15.9113091293205
57879,17.5526303228654
57978,15.6457166302548
58295,18.9472467546035
58365,15.9042654276654
58413,15.3075189523196
58594,15.339808452989
58733,13.9610660138511
58841,15.9533939811574
58869,14.1845263501643
58947,14.4993922103486
59331,18.3414883694611
59337,14.2059387065037
59459,16.0817541105087
60268,19.5833084869359
60337,16.3049911824645
60693,16.847520002675
60789,13.5089178576437
61485,14.1403334388429
61538,15.0818137119556
61609,16.65867407645
61622,15.2264965752433
61705,15.9594745970223
62078,15.0629524127467
62234,13.0735680405578
62282,15.6314140862363
62389,14.7175782755495
62543,14.4285927728459
62653,14.1479401829918
62881,15.5298847491115
63089,16.1499921820595
63249,15.2566021793778
63531,17.8282025087972
63639,15.2280752016197
63725,15.9138600194366
63730,15.2688117895484
63767,15.4235718967599
63818,12.1622489598225
63969,13.8871876751558
64138,14.6542294559442
64221,16.1128621490269
64334,13.1647954579431
64354,14.2039338535999
64576,15.6029647596126
64794,16.6152098607256
64815,16.3507594659411
