"LabID","Fibre"
10,14.5895266754809
27,15.5711030463498
225,16.7031759629397
448,14.400236585203
730,14.3526754009951
964,13.7267702166353
1041,14.8076904538423
1059,15.0913742392995
1097,14.4664035575665
1183,17.8031186998409
1339,13.8009249062698
1619,15.1918742732656
1773,15.9637496977202
1964,15.4424843449592
2205,13.8741996443363
2207,15.7352975025825
2590,15.7622557400941
2812,17.1889073147016
3190,15.3648693737714
3288,15.1336772468166
3916,14.7792613233867
3921,16.4708398088528
4047,19.7240368670122
4675,14.6952530018717
4783,14.0641709113992
4851,14.2585060369497
5141,17.2929731258333
5333,15.0392949177204
5359,14.6429550199717
5520,18.4470954801978
5521,12.8008149533873
5531,15.5025694417466
5677,12.6785178923596
5687,14.5664819592406
5769,17.9501147245908
5816,16.6988986334906
6101,14.2044292780476
6205,14.1825910944223
6520,16.6009469490195
6607,15.7040485023654
6681,14.1971085854279
6821,15.3611534215915
6902,17.1539715377232
6919,15.5531745320581
6941,14.6320006952582
7024,15.5865948222571
7076,14.6816409943958
7145,15.4335258371805
7237,17.0774640257865
7512,14.4443182132995
7632,15.8500380914732
8125,16.2320491146365
8180,16.6251508390462
8535,15.4478167490634
8846,15.0739022696087
8911,13.149031097907
8980,14.3686191049831
8981,17.8660618874475
9296,15.083685071285
9514,12.5101000578509
9688,15.8283643057267
9796,14.1235993557443
9980,16.1535589296688
10022,15.6170615399148
10448,13.7345497308047
10601,19.917394767927
10607,14.4174609129438
10638,15.6996635315809
10720,17.2148229540224
10798,16.1030101558228
10874,16.4568068663764
11038,15.7970272827596
11342,19.3370174538735
11361,14.6301679375228
11638,14.1611550692999
11671,15.4962445750341
12653,13.4792915391633
12718,12.6637090049582
12808,15.5015161186667
12962,15.9181476912578
13038,17.4869641331795
13207,16.0419245865735
13252,16.3611447878125
13297,16.9327339952536
13429,14.657615550587
13473,13.9869268942728
13501,13.6317807944533
13892,17.8956421678002
14097,14.8318285332268
14117,13.7622508787099
14501,14.6907832559326
14554,15.6778685212556
14593,17.6184809825029
14926,16.116816619359
15129,14.5731328994062
15213,14.7866946698485
15218,13.654421241088
15237,16.6125398002186
15325,16.9442784023007
15341,15.3400471280947
16051,15.0277882181049
16145,15.9065958311954
16182,15.0632145877492
16223,13.9591612987541
16602,14.3863217076332
16607,14.645384976466
16662,15.0833847640708
16842,17.2622094770704
17013,15.0080595769245
17118,15.7116613269893
17169,13.8600060844438
17175,16.6631740745598
17468,14.596189962977
17938,14.6850774900908
18377,16.4624102405043
18818,14.246938221844
19148,16.9996716741157
19307,15.3953209871065
19743,15.3370098876613
19967,15.9995797672682
20482,14.8431737512805
20483,16.041434682053
20688,14.9065070586002
21009,14.6091816839419
21112,16.5895054535273
21239,13.7892331634596
21784,14.8719443894689
22415,14.9253299279522
22631,14.0899282626031
23077,14.393908793666
23170,16.7890295356961
23406,15.6595077179107
23445,15.5016857007729
23483,14.697259666502
23672,13.0109252555275
23769,15.3370510043444
23955,16.4269042273161
24176,13.5108216717934
24455,17.7483516258566
24513,16.3653424910336
24607,14.5087516151642
24717,13.3412014139403
24816,15.7976489976862
24854,18.5638564257778
25084,15.8928797614873
25160,13.5829186635924
25209,15.2595456009213
25353,15.3147660314947
25683,15.2090730434359
25704,15.0750358655389
25916,14.8231447863367
26391,15.2904895042709
26551,17.7970953621684
26609,13.4535315625896
27058,14.7030589127502
27151,14.6128404436071
27181,16.3967788929868
27269,15.4878260280672
27783,14.9291262104966
27799,13.943334993309
27866,15.7572833622267
27994,15.5741252890284
28318,14.9048463202113
28607,15.559099514745
28691,20.0001228027854
28781,15.6055359397018
28812,14.941972315529
28939,14.8715952753698
29318,14.0916366492437
29799,13.7265507093571
29825,15.4260605415844
29840,13.6673507304193
30256,15.8279594095581
30464,15.4118838957089
30466,18.1465389915233
30569,14.9211467954204
31035,15.9460079276006
31067,14.830421738133
31156,14.5606470437344
31478,14.5753706513379
31709,16.5719952805119
31894,13.6515828934202
31929,16.3962413475551
31976,14.9880209917975
32159,16.3135954410784
32327,16.0174040882789
32399,14.0246135488004
32753,16.8928332724729
33088,13.7036171639272
33545,16.7309686192285
33697,13.378691750406
33876,13.2167126715723
34116,16.0967297524631
34803,18.3633200477161
35039,13.7460769178808
35048,18.9452852784333
35461,16.4212952593907
35711,14.6919034603354
35852,14.2445180404306
35862,14.7131196098966
36045,17.8114462526151
36336,15.6868511346925
36631,13.5571862213825
37300,17.1407239747812
37320,18.4666532908772
37819,18.8603420804426
38168,14.0207944300849
38297,14.6041030708734
38442,15.5725704300218
38820,16.0215050236148
38923,14.4440326525173
39011,13.0348379616591
39174,13.0638066920498
39293,15.9847878737883
39437,14.8533299516033
40003,17.6921542995147
40066,14.2892855792395
40315,13.9621777368636
40413,18.7720795692896
40417,16.4027883642868
40430,15.5279793994029
40436,17.6844170740537
40497,15.3700214681598
40501,15.4032877118051
41029,16.1898018635609
41264,14.585298761205
41447,13.7503393126058
41532,14.7366371090568
41541,14.0832300050142
41596,15.5658403489798
41744,15.7161929729909
41980,15.6221600964654
42168,14.7977512242688
42224,13.5327849410696
42241,13.3224033747824
42262,15.5267743927012
42393,12.8206482401153
42573,15.0960954508171
42664,15.9559007204594
43030,15.6830086782738
43076,12.9828358496221
43218,16.0606175000609
43449,16.5620847829925
43496,15.4170131525508
43542,14.881845666835
43636,17.4221021054889
43843,15.2790651863168
44224,12.9065338398908
44461,15.0966681137882
44467,16.148607941813
44670,12.6703595074613
45229,12.9818418231534
45332,15.8464088295107
